id,name,location,avgScore,heat,introduction,openTime,image_url,avg_score,open_time
35,厦门大学,福建省厦门市思明区思明南路422号,4.6,7.7,暂无简介,全年 全天开放,https://dimg04.c-ctrip.com/images/0103m120006pd9bte2D5C_D_521_391.jpg,0,
36,福州国家森林公园4A,福州市晋安区新店镇上赤桥,4.7,5.1,福州国家森林公园，又名福州植物园，是全国十大森林公园之一。它位于福州北郊新店镇赤桥村。福州国家森林公园的规模很大，整个公园共分六大区域（游览区）：竹类观赏园、树木观赏区、人文景观区、以自然景观为主的龙潭风景区、福建森林博物馆和鸟语林。在一个公园里面特意找景点就显得没有那么必要了，这里非常适合爬山休闲。森林公园里面的植被丰富，氧气充足，是福州的天然氧吧。人气高的时候当属春季，每年的樱花季，公园里面花开遍野，有很多不同品种的樱花、梨花、桃花，很是美丽。踏青赏花、呼吸新鲜空气，再好不过了。爬山主要在公园的龙潭风景区，登山道蜿蜒于景区的山岭之间，起于荔枝园，终于龙潭瀑布，全长5.2公里，强度不大，完全不用担心体力问题。另外，沿着林荫大道往里面走，在八一七水库旁边有一株千年榕树，值得一看。,全年 06:00-17:30开放，具体营业状态以当天开放情况为准,https://dimg04.c-ctrip.com/images/0102p120005u5o5no2D27_D_521_391.jpg,0,
37,张家界国家森林公园5A,张家界市武陵源区金鞭路279号,4.5,9.2,张家界国家森林公园，分为黄石寨、金鞭溪、袁家界、杨家界、天子山和索溪峪等区域，是游玩张家界不可不去的核心景点。三千多座造型奇异的山峰拔地而起，满目青翠。峰谷间云雾缭绕，随处可见飞瀑溪水，风光美不胜收。电影《阿凡达》中的悬浮山“哈利路亚山”也曾在此取景，相信影迷们一定不会对这里陌生。张家界的江湖名号张家界的江湖名号太多，这让很多驴友经常混淆。游玩之前，一定要先弄清楚这些景区与景点之间的关系。张家界是湖南省辖地级市，也是国内热门旅游城市。市内景区包括张家界国家森林公园、天门山国家森林公园、张家界大峡谷等。而大多数人来到张家界，都是为了游览张家界的核心景区——张家界国家森林公园。张家界国家森林公园和武陵源风景名胜区其实是同一片景区，同一张门票，只是叫法不一样。景区共有五个门票站，其中武陵源门票站和森林公园门票站是两个主要入口。景区精彩看点袁家界是电影《阿凡达》中“哈利路亚山”的取景地，你可以在这里探寻电影中群山漂浮、星罗棋布的魔幻世界。如果碰巧山中下起了小雨，或是等到雨后初晴，更能欣赏到雾气弥漫、群峰叠嶂的美景。迷魂台是理想的观景位置，站在台上，四周有上百座石峰矗立，气势磅礴。这里还能看到横跨于两山之间，垂直高差357米的天下第一桥。游览天子山，你将看到御笔峰、仙女献花、点将台、空中田园、仙人桥等各种造型奇异的地质景观和奇形山峰。不必太在意这些自然造型的像与不像，因为“原始风光自然美”，才是天子山的迷人之处。特别是在雨过初晴之后的朦胧大雾中，仿佛置身于仙境中。等到入冬山中银装素裹，景色更为迷人。“不登黄石寨，枉到张家界”，黄石寨是张家界森林公园内观景台，周围悬崖绝壁，绿树丛生，寨顶经常云雾漫漫。登上黄石寨寨顶，环顾四周，可以体验一下“一览众山小”的豪情。杨家界主要以原始风光自然美为主，山高路窄，以“险”著称，深受背包客和探险者的喜爱。景区内的乌龙寨是张家界里非常神奇的地方，以前湘西土匪住在这里，后来根据电视剧《乌龙山剿匪记》而更名。山寨依山而建，上下山还有一条路，需要手脚并用才能爬到山顶。索溪峪也叫索溪，因为景区内的溪水形状像绳索而得名。不像森林公园的其它地方那么险峻，这里常年云雾缭绕，清澈的溪水四季奔流不断，处处可见清秀的山峰。十里画廊是索溪峪的精华景点，长达5公里的峡谷中，野花飘香，奇峰异石。穿行其间就像走入了一幅自然山水画卷。金鞭溪峡谷是景区中开发最早的区域...,全年 07:00-17:00开放,https://dimg04.c-ctrip.com/images/100f12000000sdjk60D61_D_521_391.jpg,0,
38,岳阳楼5A,岳阳市岳阳楼区洞庭北路,4.6,8.1,“先天下之忧而忧，后天下之乐而乐”，北宋范仲淹的名作《岳阳楼记》抒发了中国传统知识分子忧国忧民的情怀，也让这座洞庭湖畔的名楼成为了一个家喻户晓的地方。历代还有孟浩然、李白、杜甫、韩愈、白居易等文人墨客来到这里留下了很多佳作。如今，当你登上三层高楼顶，凭栏眺望，眼前是烟波浩渺的八百里洞庭湖水，耳边不由自主的回荡起那些千古佳句。岳阳楼位于岳阳市西门城头、紧靠洞庭湖畔，与江西南昌的滕王阁、湖北武汉的黄鹤楼并称为江南三大名楼。除了登楼遥望思古，岳阳楼的独特建筑构造也非常值得一看。全楼没有用一根铁钉和一道横梁，楼顶形式也非常独特，采用了古代将军头盔式的顶式结构，这种层叠相衬的“如意斗拱”托举形式，在我国古代建筑史上也是很独特的。在岳阳楼景区内，还设有一些小景点。在靠近大门的五朝楼观处，展示了唐宋元明清五个朝代的岳阳楼体模型；在楼下的沙滩上，有三具枷锁形状的铁制物品，重达1500斤，它的由来和用途，至今说法不一。在景区内还设有码头，你可以在码头乘船到对面的君山岛。岳阳楼距离巴陵广场不远，可以一并游玩。附近的汴河街，是岳阳市的一条旅游仿古街，街上有不少当地小吃和销售旅游纪念品的商铺。,全年 07:30-18:00开放,https://dimg04.c-ctrip.com/images/01043120006efsrbuCCC6_D_521_391.jpg,0,
39,橘子洲5A,湖南省长沙市岳麓区橘子洲头2号,4.6,8.8,橘子洲是湘江名洲，由南至北，纵贯江心，西瞻岳麓，东临古城。橘子洲景区是全国文明风景旅游区示范点、全国首批“红色旅游”经 典景点之一，省级文明单位、湖南百景单位、潇湘八景之一、长沙“山、水、洲、城”旅游格局的核心要素。景区原面积约17公顷，其中开放区面积约6公顷，主要景点有洲头颂橘亭、汉白玉诗词碑、铜像广场、藤架广场、揽岳亭、枕江亭、盆景园、大门广场等。新景区景点建设紧紧围绕“生态、文化、旅游”这一主题，充分利用、保留和保护建筑，进一步突出历史文化特色，积极营造出“红色旅游”的浓厚气氛，把历史背景、特色园林和人文景观相结合，突出人与自然的和谐。新景区建设的主要景点有：问天台、洲头广场、百亩桔园、文化园、橘洲客栈、湖湘文化陈列展览馆、潇湘名人会所、朱张古渡、竹园、桃园、梅园、桂园、新诗词碑、门区广场、百米高喷、焰火广场及音乐喷泉、游客服务中心等。,01/01-10/19 07:00-22:00开放;10/21-12/31 07:00-22:00开放;10/20 11:00-22:00开放，烟花燃放当天下午16:00禁止入园；节假日开放时间以当天公告为准（仅供参考，具体以景区实际为准）,https://dimg04.c-ctrip.com/images/0103o120005pr19sjA7F7_D_521_391.jpg,0,
40,岳麓山5A,湖南省长沙市岳麓区登高路58号,4.6,7.9,湘江西岸的岳麓山，是长沙的地标，这里古迹众多，有岳麓书院、爱晚亭等。景区有南大门和东大门（也称北大门）两个入口。大部分人文景点靠近南大门，其中包括山脚下的岳麓书院、清风峡中的爱晚亭、距今已有1700多年的历史的古麓山寺以及位于山顶的云麓道宫。此外山中还有黄兴、陈天华、蔡锷等革命先烈的墓地。景区的东大门，靠近索道的下站，索道的上站是景区的南泥湾山庄，附近有禹王碑、蟒蛇洞等景点。岳麓山还是一个巨大的“植物博物馆”。有晋朝罗汉松、唐代银杏、宋元香樟、明清枫栗等古树名木。,07/13-10/31 03:00-22:00开放;11/01-07/12 06:00-22:00开放，凌晨3:00—6:00上山观看日出的游客请统一从东门进入景区,https://dimg04.c-ctrip.com/images/0100612000fa8yvrk1F21_D_521_391.jpg,0,
41,杜甫江阁,长沙市天心区湘江中路108号,4.6,8.7,这是一座临江建筑，是为了纪念唐代大诗人杜甫而建的仿古建筑。因为靠近湘江，非常适合观看橘子洲的焰火表演。如今杜甫江阁是当地的标志性建筑，来这里登高远眺湘江两岸，喝喝茶，吹吹江风，很惬意。杜甫江阁内有大诗人的生平介绍，每当夏季周末放焰火时，前来观看的游人会增加很多，需要提前来才能占据一个好位置。,01/01-01/30 09:00-22:00开放;02/05-12/31 09:00-22:00开放;01/31-02/04 11:00-21:30开放,https://dimg04.c-ctrip.com/images/0105h1200087ee8zuF875_D_521_391.jpg,0,
42,凤凰磁浮观光快线,湖南省湘西土家苗族自治州凤凰县内,4.3,6.7,暂无简介,全年 09:00-21:00开放，全天行车间隔23分钟，仅供参考。,https://dimg04.c-ctrip.com/images/0102u12000f6q8gxv829D_D_521_391.jpg,0,
43,南岳衡山风景名胜区5A,湖南省衡阳市南岳区南岳镇,4.4,8,南岳衡山风景名胜区位于衡阳市南岳区境内，高峰是海拔约1300米的祝融峰。在“五岳”中，衡山的地理位置靠南，相比较气候条件好，使得山中一年四季都是满目苍翠，树木茂盛，有着“五岳独秀”的美称。而在中国脍炙人口的成语“寿比南山”中的南山，指的就是衡山。南岳衡山风景名胜区主要有中心景区和其他个别小景点组成，大部分游客所说的“衡山”就是指的中心景区。在衡山山脚下南岳镇上的“南岳大庙”是除了中心景区外重要的景点，它是我国南方超大的宫殿式古建筑群，每年都有盛大庙会，一般游客都会将中心景区和南岳大庙一并游玩。衡山是汉传佛教圣地，南宗的“南岳派”在这里开派，其法脉演绎出沩仰宗、临济宗而传遍海内外。此外，这里还是南中国的抗战圣地。香炉峰下“南岳忠烈祠”，祭奠、埋葬着在抗战正面战场中阵亡的中国军人。游览中心景区你可以选择全程步行，或者步行与环保车（含索道）相结合的方式，对于大部分普通游客，建议选择后者，这样会有更多的精力去欣赏山中的美景和体验南岳的文化内涵。线路推荐如果你选择步行与环保车（含索道）的方式，那么一天内游览衡山，并不是一件十分吃力的事情。你可以先游览南岳镇上的“南岳大庙”后，再购票进入中心景区，基本线路：忠烈祠-半山亭-麻姑仙境-磨镜台-福严寺-南天门-祝融峰。如果你时间比较宽裕，那么用两天的时间游玩衡山，那会有更多的收获。大致线路如同上面的“一日游”，由于时间充足，你可以在游览完福严寺后，再去藏经殿待一会，那里幽静之极。晚上可以住宿在上封寺附近，便于第二天凌晨前往“望日台”看日出。,全年 全天开放，受天气影响，开放时间和区域会根据现场情况调整，以上信息仅供参考，具体请以当天现场为准，谢谢,https://dimg04.c-ctrip.com/images/100i1f000001gp21nFB87_D_521_391.jpg,0,
44,滴水洞,湘潭市韶山市中国韶山风景名胜区内,0,6.1,暂无简介,4/21-10/10 07:30-18:00开放;10/11-4/20 08:00-17:30开放,https://dimg04.c-ctrip.com/images/1me4512000ehvyait649C_D_521_391.jpg,0,
45,炎帝陵5A,株洲市炎陵县鹿原镇鹿原陂,4.2,6,暂无简介,全年 08:00-17:00开放;全年 08:00-17:30开放,https://dimg04.c-ctrip.com/images/100h1f000001grw9fB488_D_521_391.jpg,0,
46,南岳大庙,衡阳市南岳区北支街2号,4.6,6.9,南岳大庙位于衡阳市南岳区（原南岳镇）衡山脚下，始建于唐代，后历次修缮，现存建筑是清光绪八年（1882年）重修。大庙内主殿供奉着衡山山神——火神祝融，传说中是“黄帝”手下一名管火的官员，主管南方事务，火神住在衡山，死后葬于衡山。宋大中祥符四年（1011年）起，“火神祝融”被加封为“南岳司天昭圣帝”，南岳大庙的建筑形制也升格为帝王级别。这里也是中国江南大型的古建筑群。南岳大庙除了中轴线上的主要建筑外，在大庙的东、西两侧分别有八个道观和八个佛寺，对应了道教的“紫气东来”和佛教的“极乐”的规制，佛道共存，同在一座寺院修行，非常少见。各道观和寺庙的规模都很小，游览南岳大庙主要以中轴线上的主要建筑为主。当你站在“大庙”前，可以看到名为“棂星门”的正门，以“棂星”命名，意思是人才辈出，用“棂星”冠以庙门的，只有孔庙和这里等不多的几处。棂星门之后是“奎星阁”，道教中“奎星”能主管文人学士的命运，如今很多父母会带着子女到这里祈拜学业有成。沿着中轴线可以来到第二院落，院落东边是“文昌殿”，通东侧的八个道观；西边是“六寺同门”，通大庙西侧的八个佛寺。在这个院落里你还能看到一个石碑，石碑上刻着康熙皇帝撰写的的《重修南岳庙碑记》。南岳大庙的核心建筑是中轴线上的正殿，殿内就供奉着“火神祝融”，也叫“圣帝殿”。殿前有广场，是用于酬神演戏和朝拜敬香的地方。传说“南岳圣帝”（火神祝融）历来有求必应，非常灵验，因此这里的香火十分旺盛。特别是在农历的七、八、九月份和宗教节日的时候，众多的信徒都会来这里焚香祈祷，僧人道士也来此讲经，届时正殿前热闹非凡。此外，在大庙中游览时还能看到各殿内供奉着的各种神灵，如财神殿内的武财神赵公明。文珠殿内供奉的文珠菩萨等等，有兴趣的话，可以一一拜过。,05/01-10/31 07:00-17:30开放;11/01-04/30 08:00-17:30开放;国庆节 06:30-18:00开放,https://dimg04.c-ctrip.com/images/0102j1200087cpyqf46FC_D_521_391.jpg,0,
47,龙门石窟5A,河南省洛阳市洛龙区龙门中街13号,4.7,9.1,龙门石窟位列世界文化遗产名录，是河南洛阳的景点。以伊河为界，石窟分为西山和东山两部分，东山石窟多是唐代作品，而西山石窟开凿于北朝和隋唐时期，是龙门精华的部分，包括奉先寺的卢舍那佛像和古阳洞中的“龙门二十品”。去龙门石窟的N个理由1.打卡世界文化遗产作为世界文化遗产的龙门石窟，历史悠久，文化底蕴深厚。自北魏孝文帝迁都洛阳，在龙门西山开凿古阳洞开始，经历400余年的光阴，7个朝代的不断营建，才形成了如今我们看到的如史诗般恢弘的摩崖群雕——龙门石窟。龙门石窟现存窟龛2345个，碑刻题记2800余品，佛塔70多座，造像10余万尊。踏入龙门，你将置身一座千年的艺术宝库，美轮美奂的雕刻艺术，震撼你的心灵，给你一场视觉盛宴。2.从佛教石窟雕塑看信仰的力量石窟雕塑是佛教艺术中珍贵的遗存，龙门石窟内一尊尊慈悲亲切、仪态万千的佛菩萨雕塑，在信仰者的虔诚礼拜中，在工匠们的巧夺天工中，把冰冷的石窟渲染成庄严肃穆而又温暖宁静的圣殿，给信众们带来了通往佛国净土世界的希望3.为家人朋友祈福平安龙门石窟自古以来便是祈福圣地，无论是皇亲国戚，还是黎民百姓，都在龙门石窟祈福宏愿。面对这两山十万尊灵佛，宁心静气，虔诚祈福，也许在不远的将来，美好的愿望就会实现。4.纵情山水美景之间“龙门山色”自古即为洛阳八景之首，白居易曾说：“洛阳四塞山水之胜，龙门首焉”。这里山清水秀，松柏苍翠。两山之间，伊河碧波荡漾，绸缎般的水面荡起层层波纹，美不胜收。旅行干货龙门石窟整个景区规划好了固定的游览路线，从西山石窟-东山石窟-香山寺-白园，顺着一个方向，大概花半天的时间就能游览完。不用来回折返走冤枉路，也不会迷路。西山石窟开凿于北朝和隋唐时期，是龙门石窟精华和完整的部分。其中知名的就是奉先寺的卢舍那佛像和古阳洞中的“龙门二十品”。卢舍那佛像据说是按照武则天的形象塑造的，有17米多高。万佛洞内南北两侧雕刻有整齐排列的一万五千尊小佛，密密麻麻的佛像每个大约一只拳头大小，形态逼真。从西山石窟出来，经过一座横跨伊河的桥，就可以抵达东边的东山石窟。站在桥上，遥望远处的龙门大桥，欣赏东西两岸石窟是个不错的主意。除此之外，在景区的奉先寺码头和礼佛台码头都可以乘坐游船，泛舟碧波之上，两岸风光尽收眼底。相比西山石窟，东山石窟的规模稍显逊色，游客也比较少。如果走完西山石窟，已经感觉有点累了，这里粗略看看就好。从东山石窟可以从不同角度观...,全年 08:00-19:00开放,https://dimg04.c-ctrip.com/images/0102c12000f6sd1co8E56.png,0,
48,少林寺5A,河南省郑州市登封市G207嵩山少林风景区,4.4,8,都说“天下武功出少林”，别说从小深受少林功夫影响的国人，许多国际友人到了河南，也都会去少林寺看看。这里不仅是天下武林圣地，也是佛教禅宗祖庭。在少林寺摆几个经典武打造型留张影，江湖的刀光剑影似乎就在眼前闪过。关于少林寺的两个关键词1. 禅宗之祖少林寺是我国的佛教圣地，也是汉传佛教“禅宗”的祖庭。公元527年，印度名僧菩提达摩（达摩祖师）经水路航海至中国南部，然后北渡长江进入中原，来到少林，在少林寺后山一带坐禅传法，首倡“以心印心”的禅宗教法，并由此确立了少林寺禅宗祖庭的崇高地位。如今，很多游客都会来少林寺祈福求平安。2. 武术之源唐初“十三棍僧救驾李世民”后，少林寺因其精湛的“少林功夫”而名扬天下，自此少林僧众习武蔚然成风，代代相传。少林寺是少林功夫的发源地，而少林派则是武林中范围广、历史悠久、拳种很多的武术门派，自古就是国人心目中的“天下武林第一大门派”，天下武学的泰山北斗。塔林是少林寺历代住持僧的归葬地，清幽肃穆，也许你能从这儿找到电影《少林寺》的影子。旅行干货半日游：少林寺-塔林-初祖庵-达摩洞-少林寺武术馆表演少林寺建筑群主要包括三部分：常住院塔林、初祖庵、达摩洞。多数从洛阳或者郑州出发前往少林寺的游客，都会选择这条线路。少林寺的格局是典型的汉传寺庙风格，中轴对称，进入山门后一路向前走即可，寺内不大，一个小时可以结束游览。塔林位于少林寺以西约400米，是少林寺历代高僧圆寂之后的墓地。佛教有句话：“救人一命，胜造七级浮屠”，浮屠指的就是佛塔。在这里，你可以了解到少林寺历代高僧的生平。初祖庵和达摩洞也在少林寺附近，步行游览即可。初祖庵是宋代人为了纪念初祖达摩面壁而修建，而达摩洞正是达摩祖师面壁九年的地方。一日游：少林寺-塔林-三皇寨上午按照半日游的行程，先游览少林寺，再前往塔林，距离塔林约5分钟步行距离的地方就是“少林索道”。乘坐索道到达三皇寨站后，步行约30分钟，可以到达三皇寨景区的入口。游玩三皇寨景区至少需要3-4个小时的时间，景区内有很多奇特的地质景观，三皇寨悬空栈道更是不容错过。走在悬崖栈道上，一边是高耸的峭壁，一边是万丈悬崖，对身心都是极大的考验。两日游：少林寺-嵩阳景区-中岳景区少林寺与嵩阳书院、中岳嵩山同在登封市境内，时间充裕的游客可以购买三地的联票，分两天的时间来游玩。第一天去少林景区，晚上观看《禅宗少林音乐大典》实景剧演出，第二天前往距离...,全年 07:00-17:00开放,https://dimg04.c-ctrip.com/images/010191200087d7pid1736_D_521_391.jpg,0,
49,曹操公园,安徽省亳州市谯城区芍花路179号南侧,4.3,3.4,曹氏公园也叫曹操公园，公园的建筑多为仿古建筑，园内有曹氏家族的墓群，建有碑林、碑廊，有很多人来此吊念。,全年 10:00-21:00开放，具体营业状态以当天开放情况为准,https://dimg04.c-ctrip.com/images/0102g12000f6tds8r0E39.png,0,
50,开封府4A,河南省开封市鼓楼区包公东湖北岸,4.4,7.7,北宋时期的开封府，包拯包青天曾经做过开封府府尹。宋代的开封府，早已被水患冲毁，如今游客看到的开封府，是近年重建的人造仿古景点。开封府的府门朝南，游客从这里进入景区开始游览。景区以正厅、议事厅、梅花堂等建筑为中轴线，两旁是天庆观、明礼院、潜龙宫、清心楼、牢狱、英武楼、寅宾馆等大小殿堂。每座殿堂的规模都不大，游客可以根据景区示意图，游览完中轴线上的景点后，再去两旁的一些景点游玩。游客在中轴线上的正厅和议事厅等处，可以看到北宋时期的府衙内部场景；而在景区北部的梅华堂内，有仿造当时包公“倒坐南衙”审案的场景，里面还有包公审案的蜡像；在府门以西处，设有典狱房、狱神庙、死牢、男女牢房等景观，按北宋时期的状况，分别布置有雕塑、刑具以及各种反映当时狱政、狱务情况的场景；在中轴线以东的潜龙殿和清心楼内，游客可以看到宋太宗、宋钦宗、宋真宗三位皇帝的塑像，还有北宋时期历代开封府尹的生平介绍。游客在景区内游玩时，还能观看到很多仿古的表演，如：《开衙仪式》、《包公断案》等。,全年 07:30-19:00开放;全年 07:00-18:30开放;全年 07:30-19:00开放,https://dimg04.c-ctrip.com/images/100e12000000si7a404F0_D_521_391.jpg,0,
51,河南博物院,郑州市金水区农业路8号,4.8,7.6,"【河南博物院简介】河南博物院创建于1927年，是我国成立较早的博物馆之一。本馆坐落于河南省郑州市农业路中段，院区占地面积126亩，建筑面积5.5万平方米。河南博物院现有馆藏文物17万余件(套)，尤以史前文物、商周青铜器、历代陶瓷器、玉器及石刻具有特色。精品文物数量多、种类全、品位高、价值大，是见证中华文明发展轨迹，展示中国历史发展脉络的文化艺术宝库。现开放有基本陈列展《泱泱华夏
择中建都》和专题陈列《明清河南》《中原古代石刻艺术展》《丹淅吉金——中原楚国青铜艺术》《巧工遗珍——院藏明清珍宝展》及《国宝特展》等，与展览相配套的“社会教育体验厅”和“华夏古乐厅”也开放使用。河南博物院以“发扬固有文化、提倡学术研究、增长民众知识、促进社会文明”为建院宗旨，精心打造公益文化服务品牌，是领略中原文化、黄河文化、华夏文脉的重要窗口，是弘扬核心价值观的重要阵地，是增进文化交流合作的重要平台
。【现有展览讲解 】基本陈列《泱泱华夏
择中建都》基本陈列“泱泱华夏
择中建都”，以中原的建都历史为主线，以中原文明发展历史为纲，以世界文明背景为参照，整合河南地区的文物优势，抓住中原古代发展中的闪光点，展示华夏民族的文明发展轨迹，再现中原文化的悠久与辉煌，以及中原文化的影响力与辐射力。同时在全球化视域下，展现中原文化与其他地区文化的异同，展开黄河文明与其他文明的对话。基本陈列位于主展馆1、2、3层，共分10个展厅，由新石器时代、夏商、西周、东周、秦汉魏晋南北朝、隋唐、宋金元七部分组成，围绕各个历史时期中原都城文化以及都城中的人文生活进行解读。【华夏古乐演出】河南地处中原，自古为礼乐之邦，音乐文化发展得天独厚。八千年前的贾湖骨笛，夏商周时期的钟鼓磬瑟、管箫琴笙，汉唐时期乐舞百戏、燕乐大曲中原的古代音乐仿若一条历史的长河，奔腾不息，波澜壮阔。河南博物院华夏古乐团自2000年成立以来，对中原音乐文物进行复原研究，对古代乐谱、服饰以及演出场景进行复原和重构，推出不同主题的音乐会，深受海内外观众的好评。千年古乐，薪火相传，华夏古乐团正奏响着中华民族生生不息的心灵之声……演出时间：每周二至周日，每天两场，演出时间分别是11:00和16:00，每场演出时长30分钟左右。演出地点：河南博物院主展馆一楼西侧
华夏古乐厅购票方式：通过河南博物院微信公众号进入“我要预约”-“华夏古乐厅”进行购票【河南博物...",01/01-01/27 周二-周日 09:00-17:00开放;02/05-12/31 周二-周日 09:00-17:00开放;01/01-01/27 周一 全天不开放;02/05-12/31 周一 全天不开放;01/29-02/04 09:00-18:00开放;01/28 09:00-17:00开放,https://dimg04.c-ctrip.com/images/350r160000010oixgB0CC.png,0,
52,潭瀑峡,焦作市修武县云台山景区,4.6,4,潭瀑峡（又名小寨沟）是云台山峡谷极品的主要代表，处于云台山北部略偏西，是主要河流子房河的一个源头。谷内风光怡人，宛若江南。“三步一泉、五步一瀑、十步一潭”是潭瀑峡秀美风光的真实写照。在这里可以欣赏到耳鬓厮磨，切切私语的情人瀑；四季长流，珠帘高挂的水帘洞；五谷丰登，六畜兴旺的丰收图；还有龙凤呈祥的龙凤壁，宛若仙子的蝴蝶石，石砚磨穿的洗砚池。经专家考证，潭瀑峡内的不老泉集太行山夏雨冬雪，渗漏流动五十余公里，是不可多得的优质矿泉水。,全年 全天开放，具体营业状态以当天开放情况为准。,https://dimg04.c-ctrip.com/images/100ahk1439gjtasioB323_D_521_391.jpg,0,
53,鸡公山景区5A,河南省信阳市浉河区107国道,4.2,6.3,鸡公山因为山势宛如一只昂首展翅、引颈啼鸣的雄鸡而得名。这里是我国南方和北方的天然分界线，有“青分楚豫”之称。而对于普通游客来说，这里是一个登山运动、消暑度假的场所。鸡公山中处处都是奇峰怪石、瀑布溪流，你还有机会在这里看到佛光、云海、雾凇、雨凇等自然景观。此外，山中的人文景观也值得一看。鼎盛时期，这里共有英、美、法、俄、日等二十三余国各式楼宇三百余栋，寓居外侨二千多人，鸡公山也因此有着“万国建筑博物馆”的美称。如今，你可以来鸡公山好好看看这些隐匿于苍翠绿意中的异国老建筑、老别墅，寻味一番鸡公山当年的历史。山中还有一个防空洞——中正防空洞，整个防空洞全部是由钢筋混凝土构成的。防空洞分两层，外层有走廊、天窗、前后门，内层有会议室、书房、卫生间等，后有暗道，直通东南方的汇丰银行楼下。在山中狮子峰的南侧半山腰中，还有1019年建造的避暑山庄，山庄中有别是二十多幢。下午可以前往距离鸡公山15分钟车程的波尔登森林公园看看，这里虽然属于鸡公山外围景区，但也值得一去。 波尔登森林公园主要游览区域以木栈道、石子路和泥土小道连接，打造出一种完全天然的意趣，也极大的保护了自然环境。沿木栈迂回行走在大片笔直参天的落羽杉丛林中，感受着这些挺拔的植物遮天蔽日，把受污染的空气完全隔离在树冠之外，打造出一片鸟语虫鸣，完全私人的绿色世界，顿时有种爱丽丝梦游丛林仙境的错觉。,全年 全天开放,https://dimg04.c-ctrip.com/images/0105j12000f6q0sjm2356_D_521_391.jpg,0,
54,白云山5A,广东省广州市白云区同和街道广园中路801号,4.7,6.7,白云山是广州较为有名的踏青地，它由远近连绵的30多座山峰组成，在摩星岭主峰，可以从上往下俯览整个广州。每当暮春时节或是空山新雨之后，山峦间便可见白云缭绕，白云山也由此得名。花期时，白云山上花俏枝头，黄花风铃木、紫荆、木棉、杜鹃花、角茎野牡丹等竞相绽放，是为赏花胜地。目前白云山风景区从南至北（也就是从南门进风景区后，由下往上），共有7个游览区，依次是：麓湖游览区（主要景点为麓湖公园、星海园）、三台岭游览区（主要游览云台花园）、鸣春谷游览区（主要景点为鸣春谷、山顶公园，来这主要是观鸟）、摩星岭游览区（主要景点是白云山摩星岭和观景亭）、明珠楼游览区（主要看桃花涧和梅花谷）、飞鹅岭游览区（靠近北门，主要景点为雕塑公园）及荷依岭游览区（主要景点是云溪生态公园）。,全年 全天开放,https://dimg04.c-ctrip.com/images/0104p12000h188a0l3069_D_521_391.jpg,0,
