id,name,location,avgScore,heat,introduction,openTime,image_url,avg_score,open_time
107,南山文化旅游区5A,海南省三亚市崖州区南山村,4.7,8.7,南山文化旅游区是我国有名的宗教与福寿文化景区，在这里既能欣赏山海自然美景，还可拜访众多佛教名胜、参观举世闻名的“南山海上观音”，获得佛教文化带来的心灵荡涤，体味回归自然本真的乐趣。领略佛教造像艺术的璀璨南山文化旅游区内遍布气势恢宏的佛教建筑，108米高的南山海上观音庄严壮观，三十三观音堂、南山寺内都不乏形态各异、精雕细琢的佛教圣像。祈福许愿、拜求平安我国传扬千古的名句“福如东海，寿比南山”，道出了南山与福寿文化的悠久渊源，是祈福佳选之地。推荐路线：不二法门-南山寺-三十三观音堂-南山海上观音不二法门是景区的大门景观，寓意了佛教的大智慧，一般均由此进入景区。离这约几百米处便是景区接驳车的起始站。南山寺、三十三观音堂都是景区内的热门景点，尽头的南山海上观音更是来此必看。南山海上观音：屹立于南海之上的百米观音像高108米的观音菩萨圣像立于南海碧波之上，这座圣像不仅是南山文化旅游区的地标，也是众多佛教信徒的朝拜圣地。观音像巍峨壮观，一体化三尊，分别持珠、持箧、持莲，寓意着慈悲、智慧、和平。游玩时除了远观近看外，还可乘坐电梯或步行登上观音像的莲花底座，摸一摸佛脚，诚心祈福。南山寺：气势恢宏的大型寺院南山寺是一座盛唐风格的大型寺院，其规模在华南地区首屈一指，整体气势恢宏，庄严肃穆。寺内的金门（即大雄宝殿）、兜率内院、仁王门均是必到之处。寺内有免费赠香，可以诚心一拜。三十三观音堂：工艺精湛的观音群像三十三观音堂内供奉着观世音菩萨的三十三种应化法身群像，造型各异，金碧辉煌，非常值得一看。在这里还可以免费抄经书，感受佛教文化的洗涤。,全年 08:00-17:00开放，17：00后景区室内、寺庙景观停止开放,https://dimg04.c-ctrip.com/images/0101i12000924znz8C79B_D_521_391.jpg,0,
108,保亭黎族苗族自治县城镇社区人口文化室,保亭黎族苗族自治县文化路万平嘉园南侧约30米,0,0,暂无简介,未知,https://dimg04.c-ctrip.com/images/0HJ5n12000g2u7fvn6F69_D_521_391.jpg,0,
109,乐东黎族自治县图书馆,海南省乐东黎族自治县抱由镇人民路4号,5,2.1,暂无简介,"全年 周一-周四 08:00-12:00,15:00-18:00开放;全年 周五 08:00-12:00开放;全年 周六-周日 09:00-12:00,15:00-18:00开放，具体营业状态以当天开放情况为准",https://dimg04.c-ctrip.com/images/0102i12000b2wg8zl5FAE_D_521_391.jpg,0,
110,海南槟榔谷黎苗文化旅游区5A,保亭黎族苗族自治县三道镇甘什岭槟榔谷,4.4,7.5,海南槟榔谷黎苗文化旅游区创建于1998年，地处北纬18°，位于保亭县与三亚市交界的甘什岭自然保护区境内。景区坐落在万余棵亭亭玉立、婀娜多姿的槟榔林海，并置身于古木参天、藤蔓交织的热带雨林中，规划面积5000余亩，距亚龙湾海岸26公里，距三亚市中心28公里。 槟榔谷因其两边森林层峦叠嶂，中间是一条延绵数公里的槟榔谷地而得名。景区由非遗村、甘什黎村、谷银苗家、田野黎家、《槟榔·古韵》大型实景演出、兰花小木屋、黎苗风味美食街七大文化体验区构成，风景秀丽。景区内还展示了十项国家级非物质文化遗产，其中“黎族传统纺染织绣技艺”被联合国教科文组织列入非物质文化遗产急需保护名录。槟榔谷还是海南黎、苗族传统“三月三”及“七夕嬉水节”的主要活动举办地之一，文化魅力十足，是海南民族文化的“活化石”。﻿,11/18-01/27 08:10-17:30开放;01/30-02/28 08:10-17:30开放;03/01-10/31 08:30-18:00开放;01/28 08:10-16:00开放;01/29 09:30-17:30开放,https://dimg04.c-ctrip.com/images/0102v120008ghva1hC794_D_521_391.jpg,0,
111,秦始皇帝陵博物院(兵马俑)5A,西安市临潼区秦陵北路,4.7,9.7,秦始皇兵马俑博物馆又称兵马俑、秦兵马俑。它是秦始皇陵的陪葬坑，与秦始皇帝陵一同组成了：秦始皇帝陵博物院。秦始皇兵马俑素有世界第八大奇迹之称。这里出土的一千多个士兵陶俑，形象各不相同，神态生动，是中国古代雕塑艺术史上的一颗璀璨明珠，被誉为“二十世纪考古史上的伟大发现之一”。历史背景秦始皇从13岁即位时就开始营建陵园，前后将近使用了72万人力，修筑时间长达38年，工程浩大。直至秦始皇去世陵园都未修建完成，由秦二世胡亥继续修建1年多才完成。传闻中，秦始皇耗费无数人力物力财力，为自己建造了一个地宫，而兵马俑就是地宫的守卫者。秦兵马俑可谓以俑代人殉葬的典型。秦俑之所以在规模、写实程度上达到如此的高度，除了工匠的智慧之外，还与这个皇帝的意志分不开。1974年3月，陕西省临潼区西杨村的农民打井时偶然发现了一些陶俑的残片，经考古工作者一年多的勘探和试掘，确认它是一座大型的俑坑，这就是举世闻名的一号兵马俑坑。1976年4月、5月在一号俑坑的两侧，又发现了二号、三号兵马俑坑，每个坑的大小形状、出土器具各有不同。有学者认为，三号坑是统帅一、二号兵马俑坑的指挥部，古代称为“军幕”。在秦兵马俑陪葬坑遗址上建立的秦始皇兵马俑博物馆1979年正式开放，主要参观点包括秦兵马俑一、二、三号坑、铜车马陈列厅及相关临时展览。参观导览博物馆门票可以参观包括一号坑在内的三个兵马俑坑和出土文物陈列室、铜车马展厅、秦始皇陵。这里出土的兵马俑根据装束、神态、发式的不同，可分为将军俑，武士俑，车士俑等，每一个陶俑的脸型、发型、体态、神情都各不相同。陶俑、陶马原本都是彩绘，由于后来的火烧和浸泡，大多已剥落变色。景区中的一号俑坑是较早发掘出来的。俑坑东西长约230米，南北宽约62米。根据试掘已出土陶俑、陶马的排列密度推算，一号兵马俑坑内约埋藏陶俑、陶马六千件，同时还有大量的青铜兵器。一号坑也是目前拼凑完成较令人震撼的一个展厅，你可以看到庞大的士兵陶俑军队矗立在俑坑内，形态各异，据说光是胡子的造型就有三十多种。仔细观察，每一个士兵都栩栩如生，从盔甲到表情，从武器到手掌上的纹路，无一不令人惊叹。二号坑和三号坑分别在一号坑的两旁。和一号坑一样有真人、真马大小相似的陶俑、陶马近二千件。有车兵、骑兵和步兵等不同的兵种，排列整齐有序。震撼虽然不如一号坑，但是因为每个俑坑的队伍、作用都不同，所以同样值得一看。兵马俑的塑造，是...,03/16-11/15 08:30-18:30开放;11/16-01/28 08:30-18:00开放;02/04-03/15 08:30-18:00开放;01/29-02/03 07:30-19:00开放,https://dimg04.c-ctrip.com/images/0104012000f6rbl4996B9_D_521_391.jpg,0,
112,西安城墙5A,陕西省西安市碑林区南大街2号,4.6,9,西安城墙，是古都西安的标志性景观，也是我国迄今保存甚是完整的古城墙之一。全长约14公里是在唐代皇城的基础上建成的，包括护城河、角楼等一系列设施。历史背景：西安城墙又称西安明城墙，现存城墙为明代建筑，全长13.7千米，始建于明太祖洪武三年（1370年），于洪武十一年（1378年）竣工，是在明太祖“高筑墙、广积粮、缓称王”的政策指导下，在隋、唐皇城的基础上建成的。之后明太祖朱元璋将次子朱樉册封为秦王，藩封、府治同在一城，因而城池规模宏大坚固，再加上后来明清屡次修葺、增建，至今保存完好。2004年初，西安市含光门段城墙道路工程施工，陕西省文化遗产研究院受有关部门委托，配合工程，对该处暴露的城墙断面展开考古调查，认定它结构复杂，时间跨度从隋唐至现代，历经五次大的修筑而成，十分具有历史价值。城墙结构：城墙上的建筑分为：敌台、正楼、箭楼、闸楼和角楼城门西安城墙现有城门18座，从永宁门开始顺时针依次为：永宁门、朱雀门、勿幕门、含光门、安定门、玉祥门、尚武门、安远门、尚德门、解放门、尚俭门、尚勤门、朝阳门、中山门、长乐门、建国门、和平门、文昌门。其中只有永宁门完好的保存了三道城墙，这是当时因为军事防御的需要，安远门、长乐门、安定门因时间久远，只剩下了两道城墙。而城墙边的门洞都是民国时期建造的。其余十四座城门均为后期修建。,"全年 08:00-23:00开放;国庆节 08:00-23:00开放，8:00-22:00：永宁门(南门)南口、永宁门(南门)北口、中山门(小东门)、建国门
8:00-20:00：长乐门（东门）、安定门（西门）、安远门（北门）、文昌门 、含光门、西北城角登城口、东北城角登城口、尚德门
即日起，永宁门(南门)南口、永宁门(南门)北口、文昌门、勿幕门(小南门)登城口营业时间延长至每晚23:00...",https://dimg04.c-ctrip.com/images/0100f120005q6fsy8B56A_D_521_391.jpg,0,
113,华山西峰索道,渭南市华阴市华山风景区内,4.7,7.2,华山西峰索道是迄今为止世界上第一条采取崖壁开凿硐室站房、起伏式走向、设中间站的单线循环脱挂式索道，索道设备自法国引进，采取全程数字自动化控制系统达世界水平。索道下站设在瓮峪内东沟口，中间站设在仙峪白缺寺，上站设在华山西峰巨灵足南侧下绝壁硐室内。索道线路斜长4211米，相对高差894米，支架28个，客运吊厢84个，吊厢间距为115米，每厢可乘8人，运行速度6米/秒，单向运量1500人/小时。,全年 07:00-19:00开放,https://dimg04.c-ctrip.com/images/0106t1200087e1l745781_D_521_391.jpg,0,
114,陕西历史博物馆4A,陕西省西安市雁塔区小寨东路91号,4.6,8.6,历史背景：陕西历史博物馆位于西安大雁塔的西北侧，是西安的名片性景点之一。博物馆筹建于1983年，1986年夏天动工，1991年6月20日正式建成开放，并定名陕西历史博物馆。2016年，陕西历史博物馆被中国文物学会、中国建筑学会评选入“中国20世纪建筑遗产”。博物馆特色：陕西历史博物馆是大型现代化博物馆，它的建成标志着中国博物馆事业迈入了新的发展里程。这座馆舍为“中央殿堂、四隅崇楼”的唐风建筑群，主次井然有序，高低错落有致，气势庄重，融合了民族传统、地方特色和时代精神于一体。馆区占地 65000平方米，收藏着上起远古人类初始阶段使用的简单石器，下至1840年前社会生活中的各类器物38万余件文物，时间跨度长达一百多万年。文物不仅数量多、种类全，而且品位高、价值广，馆中藏品可谓琳琅满目、精品荟萃。是展示陕西历史文化和中国古代文明的艺术殿堂，被誉为“古都明珠，华夏宝库”。博物馆内有许多珍品，商周时期的青铜器、历代陶俑、汉唐的金银器具和唐墓壁画等珍品文物，而且大多为汉、唐盛世时期的珍宝，其中不乏国家禁止出境的精品。馆藏珍品：博物馆中央有三个展厅，第一展厅展示了从史前文明115万年前蓝田猿人到秦朝这一段时期的文物；第二展厅展示了两汉与魏晋南北朝的文物；第三展厅则以盛唐的文物为主。每个展厅都有自己的镇馆之宝。中央大厅的东、西两侧都设有特殊展厅。西侧设有“大唐遗宝专题展（珍宝馆，何家村出土文物）”，很多盛唐时期的金银器精品都转移到这里展出。东侧设有“唐代壁画珍品展”，展出了一批唐墓壁画的真品。旟鼎旟 [yú] 鼎放在博物馆进门第一展厅的位置，可谓是第一展厅的镇馆之宝。这里放置的是复制品，真品保留在仓库中。外壁铭文：铭文“普天之下，莫非王土；率土之滨，莫非王臣”的字样，反映了西周时期的土地占有制度。旟鼎内壁共铸铭文四行，28字，大意是说：某年八月初，王姜将原赐予师栌的土地收回，转赐给旟，旟便做此鼎纪念。皇后玉玺：第二展厅中值得一看的珍宝之一，便有这尊单独陈列的汉代皇后玉玺。这枚玉玺通体为新疆和田羊脂玉所作，上刻有一螭虎，象征王权。三彩载乐骆驼俑：这尊举世闻名的三彩载乐骆驼俑就位于陕西历史博物馆的第三展厅，整体外观、颜色均保存完好。骆驼背上坐了七个男子，手里拿着不同的乐器。其中的执拍板俑，侧耳凝神，像是被那美妙音乐所陶醉。中间的女性正在表演，骆驼张着大嘴，仰面向天，仿佛也在配合...,03/15-07/01 周二-周日 08:30-18:00开放;01/01-02/02 周一 全天不开放;02/04-10/06 周一 全天不开放;10/08-12/31 周一 全天不开放;07/02-08/31 周二-周日 08:30-18:30开放;09/01-10/06 周二-周日 08:30-18:00开放;10/08-11/14 周二-周日 08:30-18:00开放;11/15...,https://dimg04.c-ctrip.com/images/0103k120006t7ckgl8C33_D_521_391.jpg,0,
115,大唐芙蓉园5A,西安市曲江新区芙蓉西路99号,4.3,8.6,国家5A景区大唐芙蓉园，坐落于西安城南的曲江新区，与大雁塔遥遥相望，占地面积为998亩，其中水域面积300亩，绿地面积440亩，建筑面积近 10万平方米。园区建筑由中国工程院院士张锦秋先生担纲总体规划与建筑设计，日本园林大师秋山宽先生承担园林景观设计，是一个全 方位展示盛唐风貌的大型文化主题遗址公园。自2005年4月11日（农历三月初三）正式对外开放以来，一直致力于打造高品质、高标准的品牌旅游景区。大唐芙蓉园以建成“历史之园、精神之园、自然之园、人文之园、艺术之园”为目标，特别邀请了中国唐代文学学会的十多位唐史、唐诗、唐画、唐建专家、博士生导师、研究员以及旅游专家组成的专家小组对大唐芙蓉园的历史文化内容进行重新挖掘和整理，对全园景观进行了重新规划与定位，划分出了帝王文化区、女性文化区、诗歌文化区、科举文化区、茶文化区、歌舞文化区、饮食文化区、民俗文化区、外交文化区、佛教文化区、道教文化区、儿童游乐区、大门景观文化区、水秀表演区等十四个景观文化区，全方位再现了大唐盛世的灿烂文明。 园中亭台楼阁、雕廊画栋，包括有紫云楼、仕女馆、陆羽茶社、杏园、彩霞长廊、曲江流饮、丽人行、唐诗峡、茱萸台等景点二十多个，集中展示了唐王朝辉耀四方的精神风貌和璀璨多姿、无以伦比的文化艺术，被称为“国人震撼，世界惊奇”的旅游胜地。园区主题演出大型水舞光影秀《大唐追梦》，乘船环游，共赴梦幻圣境；大型超维度情景舞剧《梦回大唐》恢宏大气，如梦似幻；唐代宫廷燕乐《鼓》，演绎人类非遗东仓鼓乐；以及新春大潮会、上巳节、曲江花月宴等精品文化旅游活动品牌及项目。每日多场免费景点精彩演出，是向游客发出的来自大唐皇家的盛情邀约，让他们能够震撼地体验到皇家文化的神圣恢弘。作为一座品质卓越、富有个性、文化内涵丰富的主题遗址公园，大唐芙蓉园更是西安向世界展示长安古老历史底蕴和大唐盛世的一扇文化之窗和吸引世界了解中国的文化国门……,全年 09:00-22:00开放,https://dimg04.c-ctrip.com/images/0103v12000aqxg06r2685_D_521_391.jpg,0,
116,秦始皇帝陵博物院-丽山园,陕西省西安市临潼区秦始皇帝陵博物院内,4.5,6.4,秦始皇陵位于西安市郊，是中国历史上第一位皇帝秦始皇嬴政的陵墓，在中国帝王陵墓中，以其规模宏大而著称。目前皇陵没有被挖掘，你可以在陵墓的周边徘徊思古。事死如事生皇陵建于公元前246年至公元前208年，历时39年。皇陵集中体现了“事死如事生”的礼制，完全仿照当时秦国都城咸阳的布局而建造，有内外两重夯土城垣，象征着都城咸阳的皇城和宫城。陵冢（也就是那个大封土堆，秦始皇的坟丘）位于内城南部，呈覆斗形，现高约50米。两千多年的岁月沧桑，皇陵地面上的主要遗迹只剩下那座高大如山的陵冢。目前景区内通过栽种植物带勾勒出城垣的轮廓，以及醒目的标识、标牌，让游客可以了解到当年城垣的走向、范围和位置。至今未发掘因现有科技条件的制约，秦始皇陵的地宫至今还未挖掘。传说中始皇帝的地宫内，以各类宝石为日月星辰，以黄金和玉石为山川，以水银为江河湖海，以南海鲛人炼油成灯，千年不灭。游客在皇陵内还可以去位于东南部的百戏俑坑（又称9901陪葬坑）和封土堆西南侧的文官俑坑（又称0006陪葬坑）进行参观。,全年 08:30-18:00开放,https://dimg04.c-ctrip.com/images/0102q12000f6ts48xCF15_D_521_391.jpg,0,
117,乾陵5A,咸阳市乾县城北6公里梁山上,4.5,7.1,乾陵，位于咸阳市乾县城北6公里的梁山上。乾陵修建于公元684年，经过23年的时间，工程才基本完工，陵区仿京师长安城建制，四面有城墙，南有朱雀门，北有玄武门，东有青龙门，西有白虎门，但如今陵园的地面建筑，已经基本荡然无存了。独特的夫妻皇帝合葬陵乾陵，是中国乃至世界上独特的一座两朝帝王、一对夫妻皇帝合葬陵，里面埋葬着唐高宗李治和他的妻子——中国仅有的女皇帝武则天。乾陵也是中国古代帝王陵墓中少数没有被盗掘的陵墓，乾陵至今也没有被挖掘过，所谓乾陵出土文物都来自乾陵的陪葬墓，如永泰公主墓、懿德太子墓等。乾陵景区面积较大，除了乾陵外，还有多个陪葬墓，分别埋葬着多位皇亲（太子与公主们）和大臣，目前挖掘的主要有章怀太子墓，懿德太子墓和永泰公主墓。乾陵博物馆就是建在永泰公主墓的遗址上，博物馆中展出的文物以唐三彩、彩绘俑和壁画等为主，其中《宫女图》是壁画中的精品。懿德太子墓旁也有文物陈列室，但规模不大，章怀太子墓的墓道中有精美的壁画，但基本都是复制品，真品保藏在陕西历史博物馆内。博物馆和陈列室都无需另外付费。游览景区方式游览乾陵景区可以全程步行，景区还提供了观光车（车费不包含在景区门票内，30元/人），观光车来往于乾陵与其余的三个陪葬墓之间。游客在景区大门售票处可以购买观光车的车票，持车票的游客，在景区内的各观光车站台可以多次上下车。售票处靠近乾陵，三个陪葬墓位于售票的南部，从乾陵到懿德太子墓步行约15分钟，从懿德太子墓到永泰公主墓步行也需要约15分钟，游客可以根据自身情况决定是否乘坐观光车。六十一蕃臣像，很赞乾陵虽然没有被发掘，但也是有很多看点。在朱雀门外的神道东西两侧，分布着两组石人群像，整齐恭敬地排列于陵前。西侧32尊，东侧29尊，共61尊。这些石人残像的大小和真人差不多，但都是没有头的石像（都被敲掉了），人们习惯上把这些石像称之为“蕃像”，也称“六十一蕃臣像”。这些与真人大小相仿的石人，穿着打扮各不相同，但他们都双双并立，两手前拱，姿态极为谦恭。至于为什么六十一尊石像都没有“头”，至今没有个准确的说法。著名的无字碑无字碑，也是乾陵的另一个看点。在朱雀门外的司马道东侧，耸立着闻名于世的“武则天无字碑”。在整个乾陵陵园的石雕中，无字碑不仅位置醒目，而且雕刻艺术精湛，这块无字碑后，充满了种种富于传奇色彩的传说故事。无字碑上为何无字，民间出现了三种说法。第一种说法认为，武则天立...,12/01-02/28 08:30-18:30开放;03/01-11/30 08:00-18:00开放,https://dimg04.c-ctrip.com/images/1A01170000011wzhv7AD8_D_521_391.jpg,0,
118,白鹿原滑雪场,陕西省西安市灞桥区水安路86号,4,4.8,西安白鹿原滑雪场位于西安市纺织城东南6公里处，是集滑雪、滑圈、戏雪、赏雪、踏雪等多种户外运动项目为一体的绿色生态运动场所，可实现昼夜滑雪。滑雪场面积约2万平米，主雪道长300米，宽60米，呈7度坡，适合初中级滑雪爱好者作为练习场地长期使用。该雪道作为陕西省内较宽的雪道，配合适宜的坡度，可使练习者在滑雪过程中不撑雪杖就能滑行S路线。,"12/18-03/05 08:30-23:00开放，早场票：
游玩时间：08:30-12:00 换票时间：08:30-10:00 退场时间：12:00前退场
夜场票：
游玩时间：18:00-23:00 入场时间：18:00 退场时间：23:.00",https://dimg04.c-ctrip.com/images/0101q12000f6t5z5wC83C_D_521_391.jpg,0,
119,陕西历史博物馆秦汉馆,咸阳市渭城区兰池三路东段,4.8,6.7,陕西历史博物馆秦汉馆位于西咸新区秦汉新城秦创原·渭河科创带核心区域，是大型综合文旅项目大秦文明园的重要组成部分，是集文物保护、陈列展览、学术研究、科普教育、旅游服务等功能于一体，具有浓郁传统风格的现代化博物馆陕西历史博物馆秦汉馆采用高台建筑的外观形式，将陈列区设于一层高台之内，旅游服务等公共活动区设于高台上的“殿堂”之中，不仅能满足博物馆不同功能的使用要求，还呈现出秦汉宫殿“高台榭、美宫室”的高台建筑造型特征。摊开馆区平面，各单体按照“渭水贯都，以象天汉，横桥南渡，以法牵牛”布局分布，以北斗七星中的摇光、开阳、玉衡、天权、天玑五星组成对称布局，通过架空连廊互相连接，以玉衡为中心确定的轴线，设定在秦咸阳宫一号宫殿的中轴延长线上。其中，主体建筑在采用高台建筑形式、满足不同功能的同时，还呈现出秦汉宫殿“高台榭、美宫室，复道行空，横桥卧波，冀阙凌空，宫苑结合”等特征。高台建筑起源很早，殷商鹿台、周之灵台，从战国至秦汉，筑台之风盛极一时。博物馆采用高台建筑的外观形式，将陈列区设于一层高台之内，旅游服务等公共活动区设于高台上的“殿堂”之中。秦汉馆将以“秦汉文明”为主题，展览叙述结构采用“大历史+小专题”形式。内部共分五大展厅，展陈面积约1.13万㎡，包括主展厅“秦汉文明”、遗址展厅“城与陵”、艺术展厅“技与美”、临展厅和公众考古中心。核心主展厅从秦汉两代的政治、经济、军事、文化、科技、对外交流等方面，多层次、多角度地阐述该时期在中华文明发展进程中的成就和作用——这不仅是我国古代政治制度创建的时代，也是学术思想奠基的时代，更是以“汉族”为主体的中华民族形成的时代。两侧展厅为常设专题展“城与陵”和“技与美”，既是对基本陈列“秦汉文明”的呼应与深入阐释，又分别从考古与艺术两个方面展示秦汉文明的灿烂与辉煌。具体看，“城与陵”旨在以考古发掘成果为依据，通过对雍城、栎阳、咸阳、长安四处大遗址的剖析，探讨都城与陵墓作为文明社会所形成的真实载体，在中华文明不间断发展过程中的地位。“技与美”则主要借助雕塑、壁画、画像石、陶制模型等物质遗存，展现秦汉时期人们丰富且多元的形象世界，也揭示当时人们对于宇宙、生死的理解。向外再延伸的临展厅能够实现一厅多用效果，在这里，临时展览、学术会议和讲座沙龙均可举行，拟打造成秦汉考古与历史研究中心。而现如今，博物馆也在摆脱传统展陈的枯燥无味，加入大量可感知、...,"01/01-01/27 周一, 周三-周日 09:30-17:00开放;01/29-12/31 周一, 周三-周日 09:30-17:00开放;01/01-01/27 周二 全天不开放;01/29-12/31 周二 全天不开放;01/28 09:30-17:00开放",https://dimg04.c-ctrip.com/images/0106k12000hzo92avC9F7_D_521_391.jpg,0,
120,华清宫5A,陕西省西安市临潼区华清路38号,4.5,9.2,华清宫（华清池 • 骊山）景区位于西安城东30公里，与兵马俑相毗邻。因其亘古不变的温泉资源和众多历史事件享誉海内外，成为中国唐宫文化旅游标志性景区。【宫内胜景】▲华清宫历史悠久，周、秦、汉、隋、唐等历代帝王在此建有离宫别苑，宫内集中着唐御汤遗址博物馆、西安事变旧址——五间厅、九龙湖与芙蓉湖风景区、唐梨园遗址博物馆等文化区和飞霜殿、万寿殿、 长生殿、环园和禹王殿等标志性建筑群。▲“温泉颂”碑骊山温泉因开发利用早且备受历代帝王的青睐，享有“天下第一御泉”的美誉。早在6000年前的仰韶文化时期，姜寨先民就开始利用骊山温泉。源远流长的骊山温泉凝聚着丰富的文化内涵，是中华民族历史文化中不可或缺的重要组成部分。景区内的这块温泉颂石碑高154厘米，宽72厘米，厚19厘米，盘龙螭首，梯形跌座。是北魏雍州刺史元苌篆刻，碑文写到“温泉乃自然之经方，天地之元医，干城万国之民，怀疾枕菏之客，莫不宿粮而来宾，疗苦于水”，此碑是华清宫现存最早的文字实物资料。▲唐御汤遗址博物馆这里就是《长恨歌》中描述杨贵妃出浴场景的浴池所在地，在安史之乱后，原来的建筑残存无几。1982年，临潼县人民政府在修建“贵妃亭”时，偶尔发现了唐代浴池遗址，后经发掘整理，建成唐华清宫御汤遗址博物馆。这个汤池小巧灵珑，设计独特，东西长3.6，南北宽2.9，形近似椭园形。池壁全由青石拼砌而成，汤池上下两层的台式结构，由18组卷石拼砌而成。池中有供杨贵妃沐浴时的专用的长条石，刻有“杨”字纹样。池底中间有一直经为10厘米大小的进水口。这里出土了一汉白玉雕刻的莲花底座，底座上莲接喷头，下接陶水管道与总水源相接，温泉水因自然压力通过管道从莲花喷头四散喷出，这洒落下来的水雾呢，也就和今天的淋浴相差无几。贵妃池东边紧挨着的便是唐玄宗专用的御汤。唐时池上建有九龙殿，殿外有白玉雕成的九条龙，口喷泉水。此汤平面呈写实的莲花状，故又名“莲花汤”。▲西安事变旧址华清宫的五间厅是当年西安事变发生的地方。直到今天五间厅的玻璃窗、墙壁上还保留兵谏发生激战时的弹痕，各房间办公室用的桌子、椅子、床、沙发、茶具、火炉、地毯、电话等，均按原貌复制摆放。历史事件：▲烽火戏诸侯公元前779年，周幽王得美女褒姒，可美人却终日不笑。为此，幽王与奸臣虢石父商议妙计，点燃了骊山烽火台的狼烟。天下诸侯观烽火，速带领兵马救驾，幽王却告诉诸侯：“为取娘娘一笑而举烽火也”，...,03/11-03/13 07:30-18:10开放;03/14-12/31 07:30-18:40开放,https://dimg04.c-ctrip.com/images/100510000000o6ke620CB_D_521_391.jpg,0,
121,莫高窟,酒泉市敦煌市东南25公里处鸣沙山东麓、宕泉河西岸的断崖上,4.4,8.3,莫高窟也称千佛洞，位于敦煌市区的东南侧。石窟始建于东晋十六国时期，石窟开凿历经了千年，直到元朝结束。拥有大量的壁画、石窟、文物等，是全世界闻名的佛教艺术胜地。在这里可以欣赏到规模浩大内容丰富的石窟和壁画艺术，还能通过讲解和电影展示了解到佛教在敦煌上千年的发展历史，是游客游玩敦煌之地。现在的莫高窟景区由莫高窟数字展示中心和莫高窟石窟两部分组成，两者采取联票制，不单独销售。从2014年9月11日起景区实行预约参观制度，游客必须先通过电话或网上预约门票，根据预约的时段进行参观，每天限量6000人入内。游客在预约并取票后，需要先前往莫高窟数字展示中心（不能直接去石窟，否则会无法进入），观看两场关于莫高窟的电影，每场20分钟。一场《千年莫高》为莫高窟的历史文化介绍，帮助游客对莫高窟有更深的了解。另外一场《梦幻佛宫》是球幕电影，展示现在不开放的很多石窟，非常精彩。观看完电影之后乘坐景区的接驳车前往石窟，景区提供讲解，在讲解的带领下分批进入景区，参观一个个石窟，一般每次只能参观8-10个窟，参观时间约1小时左右。莫高窟以壁画和塑像而闻名，非常精彩。环顾莫高窟各中洞窟内，到处都画着佛像、飞天、伎乐、仙女等，有高达九层楼的坐像，也有十几厘米的小菩萨，数量众多，形态各异，可以在讲解的带领下一一了解。参观结束后既需乘坐景区区间车返回火车站附近的数字展示中心处结束游览。,"12/01-03/31 09:00-17:30开放;04/01-11/30 08:00-18:00开放，售、取票时间：7：50-16：00
景区分时预约，根据实际所预约场次参观。",https://dimg04.c-ctrip.com/images/100g0n000000e206y6564_D_521_391.jpg,0,
